Timestamp,WardenPlayers,ColonialPlayers,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,WardenCasualtyRateHr,ColonialCasualtyRate,ColonialCasualtyRateHr,SteamPlayers,WardenPlayHours,ColonialPlayHours,WardenQueued,ColonialQueued,WardenPlayersMore,ColonialPlayersMore,WardenQueueWarning,ColonialQueueWarning
2023-07-28 09:53:01,0,1,140,151,0,0,0,0/hr,0,0/hr,2463,0,0,0,0,0,1,0,0
2023-07-28 10:23:01,1716,1865,253,248,1548,1794,2463,2463/hr,2873,2873/hr,3946,858,932,60,65,0,149,0,0
2023-07-28 10:53:03,1807,2016,262,263,5520,5636,7326,7326/hr,7393,7393/hr,4249,1762,1941,68,100,0,209,0,0
2023-07-28 11:24:03,1829,1995,263,262,9122,9325,7781,7781/hr,7898,7898/hr,4241,2707,2972,28,87,0,166,0,0
2023-07-28 11:55:02,1745,1952,263,262,12959,13185,7375,7375/hr,7592,7592/hr,4068,3608,3980,33,67,0,207,0,0
2023-07-28 12:26:01,1650,1794,264,261,16212,16679,6990,6990/hr,7246,7246/hr,3844,4460,4906,32,69,0,144,0,0
2023-07-28 12:56:02,1598,1719,263,262,19362,20355,6284,6284/hr,7045,7045/hr,3639,5260,5766,4,59,0,121,0,0
2023-07-28 13:27:02,1490,1576,264,262,22539,23608,6266,6266/hr,6826,6826/hr,3502,6029,6581,23,41,0,86,0,0
2023-07-28 13:58:01,1391,1496,264,262,25565,27035,6071,6071/hr,6491,6491/hr,3228,6748,7353,12,32,0,105,0,0
2023-07-28 14:28:02,1297,1445,261,264,28243,29981,5512,5512/hr,6137,6137/hr,3073,7397,8076,8,51,0,148,0,0
2023-07-28 14:59:01,1183,1369,260,265,30602,32474,4985,4985/hr,5305,5305/hr,2856,8007,8783,17,38,0,186,0,1
2023-07-28 15:29:01,1128,1304,259,266,32531,34910,4142,4142/hr,4777,4777/hr,2650,8571,9435,7,15,0,176,0,1
2023-07-28 15:59:02,1033,1183,258,266,34754,37420,3962,3962/hr,4775,4775/hr,2540,9088,10027,17,44,0,150,0,1
